Date,Market Cap,rsi,macd,macd_signal,obv,ichimoku,mfi,bb_high_indicator,bb_low_indicator
1449442800,0.017848537902318322,0.13090398283044818,-0.0026624173022211715,0.001914898176268684,-5.646220052258908,0.025445246195835047,0.5446578772324644,0.0,0.0
1449356400,0.017824468558077643,0.10420207425892387,-0.0044975451669441256,0.00042914928996463534,-5.648972156541724,0.025245148988671626,0.4787806508809265,0.0,0.0
1449270000,0.01663752794036935,0.11122002953735212,-0.0058753574131326465,-0.0010972805517157212,-5.646626338192216,0.02458174748569933,0.4821158578252407,0.0,0.0
1449183600,0.0165207992861983,0.04064696948829909,-0.008208508794125872,-0.0028904981909701963,-5.647892786777216,0.024358320559315062,0.43860011589210657,0.0,0.0
1449097200,0.016428599900043233,0.037682467664446544,-0.010052087366316869,-0.004777105953141719,-5.649687656938639,0.024358320559315062,0.4417621469292736,0.0,0.0
1449010800,0.016539073590870205,0.03439650609039963,-0.011477251478231434,-0.006635833269523265,-5.651604471629741,0.02365573709201032,0.4715936196946535,0.0,0.0
1448924400,0.017245853787165675,0.22066086586514352,-0.012293924428700894,-0.008323058096186935,-5.649464985009983,0.02365573709201032,0.4517296665721271,0.0,0.0
1448838000,0.01696812115005473,0.6696606839684571,-0.01203367935197845,-0.009609027532565156,-5.646927366630249,0.02362582719557333,0.5552244214755864,0.0,0.0
1448751600,0.01632609822132145,0.4993025116843001,-0.012001664596300836,-0.010629953268751869,-5.648357507413608,0.023326429132239132,0.5683272170540146,0.0,0.0
1448665200,0.016306750761173848,0.2655502099662909,-0.012552650699471205,-0.0115817921190368,-5.649660497595687,0.02322787602347927,0.4730272978464143,0.0,0.0
1448578800,0.016062071312714442,0.2899836734465246,-0.012807462071904856,-0.012405741314749398,-5.647707633247651,0.02318031928814446,0.423716030998168,0.0,0.0
1448492400,0.014982262273065945,0.20820111495596028,-0.013135828322710395,-0.013145413971582129,-5.651462835337724,0.022418962874341045,0.4037443297012993,0.0,0.0
1448406000,0.01460175200296804,0.07102711968262686,-0.014497403210705232,-0.014071001533518384,-5.652937484317197,0.022076195461173214,0.3111216731296399,0.0,1.0
1448319600,0.014733382187458796,0.05342147110423805,-0.015817123723132313,-0.01513505859488472,-5.6539766671727625,0.022076195461173214,0.32636668402992725,0.0,0.0
1448233200,0.014790228766085834,0.17005379590938516,-0.016517100908780058,-0.0161579341638822,-5.6530041510546445,0.022076195461173214,0.37832392963361255,0.0,0.0
1448146800,0.014905638972101025,0.2402103376632293,-0.016800929601086666,-0.01704582759543137,-5.652174598405192,0.022076195461173214,0.4436995711519607,0.0,0.0
1448060400,0.014678743242953204,0.3695437760284986,-0.016709359585140256,-0.017733689959614902,-5.651176543869204,0.02198601712341571,0.4053370529840121,0.0,0.0
1447974000,0.014871389981633709,0.244900287855032,-0.016698817374587182,-0.01828139496849708,-5.6530576982085226,0.02165177403073242,0.3983115889320636,0.0,0.0
1447887600,0.015244572132911841,0.4772668976556682,-0.016288609499322523,-0.018618978633529702,-5.651464693385033,0.021451676823569,0.4678504867673021,0.0,0.0
1447801200,0.015236753428731743,0.7381724267138599,-0.015349075207123947,-0.018658677778399614,-5.6499151243989205,0.021371518301117887,0.5413843340396339,0.0,0.0
1447714800,0.01504030465350876,0.7497856943460632,-0.014412431313030284,-0.01846077801423069,-5.6481101075296225,0.021108460761954613,0.5309862469607238,0.0,0.0
1447628400,0.014552202881575759,0.4899515838292238,-0.013736759451092841,-0.01813678779259686,-5.649808189352362,0.021108460761954613,0.4322194125532631,0.0,0.0
1447542000,0.01515424310344299,0.21610397130345527,-0.013593031510308691,-0.017842354445333698,-5.651372951856756,0.020594309642202862,0.4331825012634047,0.0,0.0
1447455600,0.015313162098601524,0.6216158520080379,-0.012672636316121123,-0.017381132764540556,-5.650006419995845,0.020594309642202862,0.4945362266695917,0.0,0.0
1447369200,0.015394261990979362,0.6959629593062769,-0.011610324576491051,-0.01675168338949622,-5.6481659622013005,0.020589224959808576,0.4890508651008617,0.0,0.0
1447282800,0.014279836021843312,0.7260503556793236,-0.01057397244399319,-0.015994016988349718,-5.645388524770602,0.020310763823980258,0.6475215773561467,0.0,0.0
1447196400,0.01544580411539794,0.19805126108817672,-0.011028759586842752,-0.015499394760217684,-5.649177879539786,0.01987662167719744,0.5869611013398539,0.0,1.0
1447110000,0.017267132927169537,0.6182120325275431,-0.009940303335548076,-0.014836814480597118,-5.6457874599148425,0.01987662167719744,0.6665597350579694,0.0,0.0
1447023600,0.01700565093011918,0.8463121163695009,-0.006748092764670814,-0.013524040683172676,-5.64337290443231,0.02037641604665944,0.6881074260924852,1.0,0.0
1446937200,0.017453769995186132,0.7463265156440897,-0.004523260714303382,-0.011928307084995048,-5.645206800665499,0.02037641604665944,0.6298543952242798,0.0,0.0
1446850800,0.016994735405852068,0.8161670675186226,-0.0020567688223159593,-0.010046952201800144,-5.643202760385865,0.020562455602497483,0.6461805855503906,0.0,0.0
1446764400,0.017616061764696864,0.6061342498027081,-0.0007163646780916416,-0.00821320978946754,-5.647544822294586,0.020562455602497483,0.5864231282745145,0.0,0.0
